ID Chamado,TÍTULO,CATEGORIA COMPLETA,,,
2024090036,"Prezados, bom dia!     Após nossos cumprimento, solicitamos, por favor",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090039,MUDANÇA DE LUGAR DO PORTA PAPEL DO BANHEIRO,Estrutura Predial > Infiltração,,,
2024090040,"Porta ""empenada""","Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090044,Recolocar assento de um dos bancos do laboratório,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090048,Vedação das janelas da sala do data center e telecom,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090049,Solicitação de Manutenção Preventiva dos Nobreaks do Data Center,Manutenção Preventiva > Nobreak,,,
2024090050,Prezados  Solicito a instalação de uma câmera de videomonitoramento de,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024090052,Manutenção de registro da torneira do banheiro feminino do NEA,Hidrossanitária > Hidráulica,,,
2024090065,Tampa do vaso sanitário quebrada,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090070,Maçaneta - Setor de Almoxarifado,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090076,Fechar Fissura da parede,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090077,Manutenção Preventiva Mensal - Ar condicionado - CJA - Laboratório CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024090078,Manutenção Preventiva Mensal - Ar condicionado - CJA - NUPED,Manutenção Preventiva > Ar condicionado split,,,
2024090079,Manutenção Preventiva Mensal - Ar condicionado - CJA - NVGA,Manutenção Preventiva > Ar condicionado split,,,
2024090080,Manutenção Preventiva Mensal - Ar condicionado - CJA - Auditório CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024090081,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2024090082,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 1,Manutenção Preventiva > Ar condicionado split,,,
2024090083,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 2,Manutenção Preventiva > Ar condicionado split,,,
2024090084,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Docente,Manutenção Preventiva > Ar condicionado split,,,
2024090085,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório 1° Ciclo CFCS,Manutenção Preventiva > Ar condicionado split,,,
2024090086,Manutenção Preventiva Mensal - Ar condicionado - CPF - Pavilhão Anexo de Aulas,Manutenção Preventiva > Ar condicionado split,,,
2024090087,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2024090088,Manutenção Preventiva Mensal - Ar condicionado - CSC - Bloco de Serviços,Manutenção Preventiva > Ar condicionado split,,,
2024090089,Manutenção Preventiva Mensal - Ar condicionado - CSC - Espaço de Leitura,Manutenção Preventiva > Ar condicionado split,,,
2024090090,Manutenção Preventiva Mensal - Ar condicionado - CSC - Laboratórios,Manutenção Preventiva > Ar condicionado split,,,
2024090091,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão de Convenções,Manutenção Preventiva > Ar condicionado split,,,
2024090092,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão de Feiras,Manutenção Preventiva > Ar condicionado split,,,
2024090093,Manutenção Preventiva Mensal - Ar Condicionado - CSC - Pórtico,Manutenção Preventiva > Ar condicionado split,,,
2024090094,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório de Habilidades,Manutenção Preventiva > Ar condicionado split,,,
2024090095,Manutenção Preventiva Mensal - Ar condicionado - CSC - LABMOL,Manutenção Preventiva > Ar condicionado split,,,
2024090096,Manutenção Preventiva Mensal - Ar condicionado - CPF - Clínica escola de Psicologia,Manutenção Preventiva > Ar condicionado split,,,
2024090097,Manutenção Preventiva Mensal - Ar condicionado - CPF - Salas de Tutoria,Manutenção Preventiva > Ar condicionado split,,,
2024090098,Manutenção preventiva mensal dos elevadores do Núcleo Pedagógico do Campus Paulo Freire,Manutenção Preventiva > Elevador,,,
2024090099,Solicito 2 refletores para a entrada das salas do Cuni Ibicaraí.,Elétrica > Iluminação,,,
2024090101,Banheiro masculino,Hidrossanitária > Hidráulica,,,
2024090105,Vazamento rede de hidrante,"Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)",,,
2024090119,Cano da torneira com vazamento,Hidrossanitária > Hidráulica,,,
2024090120,Ar condicionado com defeito.,Climatização > Ar condicionado,,,
2024090121,Manutenção Em Condicionador de Ar,Climatização > Ar condicionado,,,
2024090122,Mnautenção Em Condicionador de Ar,Climatização > Ar condicionado,,,
2024090125,Configuração do computador,Outros > Erro de chamado,,,
2024090130,Limpeza Anual de poços artesianos - CJA 01,Manutenção Preventiva > Poços artesianos,,,
2024090131,Limpeza Anual de poços artesianos - CJA 02,Manutenção Preventiva > Poços artesianos,,,
2024090132,Limpeza Anual de poços artesianos - CJA 03,Manutenção Preventiva > Poços artesianos,,,
2024090133,Limpeza Anual de poços artesianos - CSC P1,Manutenção Preventiva > Poços artesianos,,,
2024090134,Limpeza Anual de poços artesianos - CSC P2,Manutenção Preventiva > Poços artesianos,,,
2024090135,Limpeza Anual de poços artesianos - Dique da ESARM,Manutenção Preventiva > Poços artesianos,,,
2024090147,Instalação de tomadas,Elétrica > Instalações elétricas,,,
2024090148,Instalação,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090161,Instalação,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090162,Ar condicionado ruídos,Climatização > Ar condicionado,,,
2024090168,Conserto sistema ventilação e ar-condicionado,Climatização > Ar condicionado,,,
2024090171,Prezados/as  Solicito o reparo no ar condicionado da sala da Diretoria,Climatização > Ar condicionado,,,
2024090173,Instalação de porta papel higiênico / Dispense de sabão e substituição de tampa de vasos sanitários,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090174,Pia solta e encanamento vazando na Oca das Artes,Hidrossanitária > Hidráulica,,,
2024090175,Reparo em aparelho de ar condicionado,Climatização > Ar condicionado,,,
2024090176,Substituição de refletor,Elétrica > Iluminação,,,
2024090196,Solicitação de retirada de ventiladores da OCA ACC,Elétrica > Iluminação,,,
2024090186,Ar condicionado vasando água,Climatização > Ar condicionado,,,
2024090187,Torneira vazando,Hidrossanitária > Hidráulica,,,
2024090193,Reparo no portão 02 da Reitoria,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090195,Solicitação de revisão da parte hidráulica que fornece água para meliponário,Hidrossanitária > Hidráulica,,,
2024090199,Manutenção do telhado do meliponário,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2024090207,Placas de sinalização,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2024090210,Manutenção preventiva mensal dos elevadores da Reitoria e Campus Jorge Amado,Manutenção Preventiva > Elevador,,,
2024090211,Troca de filtro,Hidrossanitária > Hidráulica,,,
2024090215,Ar-condicionado da Sala de Recursos Multifuncionais,Climatização > Ar condicionado,,,
2024090228,Solicitação de criação de Contas de E-mail,Elétrica > Nobreak,,,
2024090235,Rede wireless para o restaurante,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024090236,Cuba de pia solta,Hidrossanitária > Hidráulica,,,
2024090240,Defeito no ar-condicionado,Climatização > Ar condicionado,,,
2024090249,Vazamento em banheiro masculino - Andar da PROPA,Hidrossanitária > Hidráulica,,,
2024090250,Solicitação de Instalação de Quadro Branco _Lab. Expressões Gráficas,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090251,Solicitação de Mesa e bancos _Lab. Expressões Gráficas,Outros > Erro de chamado,,,
2024090256,Compra de Insumos para limpeza das áreas externas do CJA,Área Externa e Ambiental > Manutenção área externa / meio ambiente,,,
2024090263,"Prezados,     O ar-condicionado não está refrigerando, e no periodo da",Climatização > Ar condicionado,,,
2024090267,Entupimento do tanque,Hidrossanitária > Hidráulica,,,
2024090268,Solicitação de tomadas para gabinete 18 - complexo 2,Elétrica > Instalações elétricas,,,
2024090281,Solicitação,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090284,Melhorar a Iluminação da área comum do Pav. Adm,Elétrica > Iluminação,,,
2024090286,Ar Condicionado apresentando defeito,Climatização > Ar condicionado,,,
2024090287,Exaustor parou de funcionar,Climatização > Ar condicionado,,,
2024090295,Verificação da Fechadura,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090296,Ar condicionado,Climatização > Ar condicionado,,,
2024090301,Aumento de Capacidade/Espaço e-mail institucional,Estrutura Predial > Infiltração,,,
2024090303,Troca do despenser de sabão liquido,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090306,Requerimento de material,Hidrossanitária > Hidráulica,,,
2024090308,"Retirar Cupim do Forro e realizar Limpeza - Sala 3,6 x 3,6 m ESARM/CEPLAC/CFCAf",Estrutura Predial > Forro,,,
2024090309,"Substituir Forro - Sala 3,6 x 3,6 m ESARM/CEPLAC/CFCAf",Estrutura Predial > Forro,,,
2024090310,"Pintar as 4 paredes (altura 3m)  - Sala 3,6 x 3,6 m ESARM/CEPLAC/CFCAf",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090311,Instalar tomada de energia 220 volts para CPU na sala na Sala do prof. Rafael Noronha - Barracão de Máquinas ESARM/CEPLAC/CFCAf,Elétrica > Instalações elétricas,,,
2024090312,Ponto de rede (crimpar cabo) para CPU na Sala do prof. Rafael Noronha - Barracão de Máquinas ESARM/CEPLAC/CFCAf,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024090323,Manutenção de armário e estante,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090345,Substituição de disjuntor com defeito no Pav. de Convenções,Elétrica > Instalações elétricas,,,
2024090357,Placa de ferro solta,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090360,Problema (recorrente) com Ar Condicionado,Climatização > Ar condicionado,,,
2024090364,Revisão das evaporadoras e condensadoras do Data center,Climatização > Ar condicionado,,,
2024090365,Vazamento em Tubulação,Hidrossanitária > Hidráulica,,,
2024090367,Torneira da copa da Ceame danificada,Hidrossanitária > Hidráulica,,,
2024090370,Reparo em portão do campo de futebol,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090371,Reparo em fechadura,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090373,Reparo em sifão do banheiro masculino,Hidrossanitária > Hidráulica,,,
2024090379,recuperação de e-mail da coordenação do BIH,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024090383,Banheiro,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
2024090385,Manutenção sanitário,Hidrossanitária > Hidráulica,,,
2024090388,Retirada de Aparelhos do Medidores do Sistema Fotovoltaico,Elétrica > Sistema Fotovoltaico (FV),,,
2024090391,Porta com a esquadria solta,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090399,SOLICITAÇÃO TOMADA DUPLA - GABINETE 8,Hidrossanitária > Hidráulica,,,
2024090410,Pintura de parede,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090412,Porta de Vidro,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024090416,Auxílio para instalação de plugin de Edição de Vídeo,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024090420,Manutenção do ar condicionado,Climatização > Ar condicionado,,,
2024100002,Vazamento de água,Hidrossanitária > Hidráulica,,,
2024100004,Concerto do ar-condicionado.,Climatização > Ar condicionado,,,
2024100005,Banheiro PNE com vazamento,Hidrossanitária > Hidráulica,,,
2024100008,Salas do CJA para o CONEX,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024100011,Reparo em fechadura,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024100012,Reparo em caixa acoplada,Hidrossanitária > Hidráulica,,,
2024100019,forro do teto do banheiro danificado,Estrutura Predial > Forro,,,
2024100020,tampa do vaso sanitario,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2024100030,Manutenção Preventiva Mensal - Ar condicionado Central - CSC,Manutenção Preventiva > Ar condicionado central,,,
2024100031,Manutenção Preventiva Mensal - Ar Condicionado Central - CSC - Tratamento Químico Mensal da Água de Condensação,Manutenção Preventiva > Ar condicionado central,,,
2024100032,Manutenção Preventiva Mensal - Ar condicionado - Reitoria,Manutenção Preventiva > Ar condicionado split,,,
2024100035,Retirada do Ar condicionado da antiga UMMI e instalação na nova maternidade,Climatização > Ar condicionado,,,
2024100044,Manutenção na porta de vidro da PROEX,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024100045,"Prezados bom dia !  Teve uma queda de energia , poré o ar condicionado",Climatização > Ar condicionado,,,
2024100051,Limpeza Semestral - Reservatórios - Reitoria,Manutenção Preventiva > Hidráulica,,,
2024100052,Manutenção Preventiva Bimensal - Quadros Elétricos de BT - Reitoria,Manutenção Preventiva > Quadros Elétricos,,,
2024100053,Manutenção Preventiva Mensal - Ar condicionado - CSC - LABMOL,Manutenção Preventiva > Ar condicionado split,,,
2024100055,Manutenção Preventiva Mensal - Ar condicionado - CJA - Laboratório CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024100056,Manutenção Preventiva Mensal - Ar condicionado - CJA - NUPED,Manutenção Preventiva > Ar condicionado split,,,
2024100057,Manutenção Preventiva Mensal - Ar condicionado - CJA - NVGA,Manutenção Preventiva > Ar condicionado split,,,
2024100058,Manutenção Preventiva Mensal - Ar condicionado - CJA - Auditório CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024100059,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2024100060,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 1,Manutenção Preventiva > Ar condicionado split,,,
2024100061,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 2,Manutenção Preventiva > Ar condicionado split,,,
2024100062,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Docente,Manutenção Preventiva > Ar condicionado split,,,
2024100063,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório 1° Ciclo CFCS,Manutenção Preventiva > Ar condicionado split,,,
2024100064,Manutenção Preventiva Mensal - Ar condicionado - CPF - Pavilhão Anexo de Aulas,Manutenção Preventiva > Ar condicionado split,,,
2024100065,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2024100066,Manutenção Preventiva Mensal - Ar condicionado - CSC - Bloco de Serviços,Manutenção Preventiva > Ar condicionado split,,,
